Ingredient,Strength
URSODIOL,250MG
URSODIOL,500MG
URSODIOL,250MG
URSODIOL,500MG
URSODIOL,250MG
URSODIOL,500MG
URSODIOL,250MG
URSODIOL,500MG
URSODIOL,250MG
URSODIOL,500MG
PENICILLIN V POTASSIUM,EQ 250MG BASE
PENICILLIN V POTASSIUM,EQ 500MG BASE
PENICILLIN V POTASSIUM,EQ 125MG BASE
PENICILLIN V POTASSIUM,EQ 250MG BASE
PENICILLIN V POTASSIUM,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
VALGANCICLOVIR HYDROCHLORIDE,EQ 450MG BASE
VALGANCICLOVIR HYDROCHLORIDE,EQ 450MG BASE
VALGANCICLOVIR HYDROCHLORIDE,EQ 450MG BASE
VALGANCICLOVIR HYDROCHLORIDE,EQ 450MG BASE
VALGANCICLOVIR HYDROCHLORIDE,EQ 450MG BASE
DIAZEPAM,2MG
DIAZEPAM,5MG
DIAZEPAM,10MG
ANISOTROPINE METHYLBROMIDE,50MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
VALSARTAN,40MG
VALSARTAN,80MG
VALSARTAN,160MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,80MG
VALSARTAN,12.5MG
VALSARTAN,80MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,12.5MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,12.5MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,25MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,25MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,80MG
VALSARTAN,12.5MG
VALSARTAN,80MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,12.5MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,12.5MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,25MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,25MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,80MG
VALSARTAN,12.5MG
VALSARTAN,80MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,12.5MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,12.5MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,25MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,25MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,80MG
VALSARTAN,12.5MG
VALSARTAN,80MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,12.5MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,12.5MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,25MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,25MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,80MG
VALSARTAN,12.5MG
VALSARTAN,80MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,12.5MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,12.5MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,25MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,25MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,80MG
VALSARTAN,12.5MG
VALSARTAN,80MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,12.5MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,12.5MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,25MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,25MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,80MG
VALSARTAN,12.5MG
VALSARTAN,80MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,12.5MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,12.5MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,25MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,25MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,80MG
VALSARTAN,12.5MG
VALSARTAN,80MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,12.5MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,12.5MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,12.5MG
VALSARTAN,320MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,160MG
VALSARTAN,25MG
VALSARTAN,160MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,320MG
VALSARTAN,25MG
VALSARTAN,320MG
VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE
ALISKIREN HEMIFUMARATE,EQ 150MG BASE
ALISKIREN HEMIFUMARATE,160MG
VALSARTAN,EQ 150MG BASE
VALSARTAN,160MG
ALISKIREN HEMIFUMARATE,EQ 300MG BASE
ALISKIREN HEMIFUMARATE,320MG
VALSARTAN,EQ 300MG BASE
VALSARTAN,320MG
CEFPODOXIME PROXETIL,EQ 100MG BASE
CEFPODOXIME PROXETIL,EQ 200MG BASE
VARDENAFIL HYDROCHLORIDE,2.5MG
VARDENAFIL HYDROCHLORIDE,5MG
VARDENAFIL HYDROCHLORIDE,10MG
VARDENAFIL HYDROCHLORIDE,20MG
ROLAPITANT HYDROCHLORIDE,EQ 90MG BASE
BEPRIDIL HYDROCHLORIDE,200MG
BEPRIDIL HYDROCHLORIDE,300MG
BEPRIDIL HYDROCHLORIDE,400MG
ENALAPRIL MALEATE,5MG
ENALAPRIL MALEATE,12.5MG
HYDROCHLOROTHIAZIDE,5MG
HYDROCHLOROTHIAZIDE,12.5MG
ENALAPRIL MALEATE,10MG
ENALAPRIL MALEATE,25MG
HYDROCHLOROTHIAZIDE,10MG
HYDROCHLOROTHIAZIDE,25MG
ENALAPRIL MALEATE,2.5MG
ENALAPRIL MALEATE,5MG
ENALAPRIL MALEATE,10MG
ENALAPRIL MALEATE,20MG
PENICILLIN V POTASSIUM,EQ 250MG BASE
PENICILLIN V POTASSIUM,EQ 500MG BASE
PENICILLIN V POTASSIUM,EQ 250MG BASE
PENICILLIN V POTASSIUM,EQ 250MG BASE
PENICILLIN V POTASSIUM,EQ 500MG BASE
PENICILLIN V POTASSIUM,EQ 500MG BASE
CEPHRADINE,1GM
TENOFOVIR ALAFENAMIDE FUMARATE,EQ 25MG BASE
VENETOCLAX,10MG
VENETOCLAX,50MG
VENETOCLAX,100MG
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE
PROTOKYLOL HYDROCHLORIDE,2MG
ALBUTEROL SULFATE,EQ 2MG BASE
ALBUTEROL SULFATE,EQ 4MG BASE
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,40MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,40MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,40MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,40MG
VERAPAMIL HYDROCHLORIDE,40MG
VERAPAMIL HYDROCHLORIDE,40MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,80MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,120MG
VERAPAMIL HYDROCHLORIDE,120MG
PIPOBROMAN,10MG
PIPOBROMAN,25MG
ALKAVERVIR,2MG
ALKAVERVIR,3MG
VERATRUM VIRIDE ROOT,130CSR UNIT
SOLIFENACIN SUCCINATE,5MG
SOLIFENACIN SUCCINATE,10MG
TRIFLUPROMAZINE HYDROCHLORIDE,10MG
TRIFLUPROMAZINE HYDROCHLORIDE,25MG
TRIFLUPROMAZINE HYDROCHLORIDE,50MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
SILDENAFIL CITRATE,EQ 25MG BASE
SILDENAFIL CITRATE,EQ 50MG BASE
SILDENAFIL CITRATE,EQ 100MG BASE
ELUXADOLINE,75MG
ELUXADOLINE,100MG
DOXYCYCLINE HYCLATE,EQ 100MG BASE
ACETAMINOPHEN,500MG
ACETAMINOPHEN,5MG
HYDROCODONE BITARTRATE,500MG
HYDROCODONE BITARTRATE,5MG
ACETAMINOPHEN,500MG
ACETAMINOPHEN,5MG
HYDROCODONE BITARTRATE,500MG
HYDROCODONE BITARTRATE,5MG
ACETAMINOPHEN,750MG
ACETAMINOPHEN,7.5MG
HYDROCODONE BITARTRATE,750MG
HYDROCODONE BITARTRATE,7.5MG
ACETAMINOPHEN,660MG
ACETAMINOPHEN,10MG
HYDROCODONE BITARTRATE,660MG
HYDROCODONE BITARTRATE,10MG
ASPIRIN,500MG
ASPIRIN,5MG
HYDROCODONE BITARTRATE,500MG
HYDROCODONE BITARTRATE,5MG
HYDROCODONE BITARTRATE,7.5MG
HYDROCODONE BITARTRATE,200MG
IBUPROFEN,7.5MG
IBUPROFEN,200MG
VILAZODONE HYDROCHLORIDE,10MG
VILAZODONE HYDROCHLORIDE,20MG
VILAZODONE HYDROCHLORIDE,40MG
LACOSAMIDE,50MG
LACOSAMIDE,100MG
LACOSAMIDE,150MG
LACOSAMIDE,200MG
PANCRELIPASE,39
PANCRELIPASE,150USP UNITS
PANCRELIPASE,10
PANCRELIPASE,440USP UNITS
PANCRELIPASE,39
PANCRELIPASE,150USP UNITS
PANCRELIPASE,78
PANCRELIPASE,300USP UNITS
PANCRELIPASE,20
PANCRELIPASE,880USP UNITS
PANCRELIPASE,78
PANCRELIPASE,300USP UNITS
ROFECOXIB,12.5MG
ROFECOXIB,25MG
ROFECOXIB,50MG
NELFINAVIR MESYLATE,EQ 250MG BASE
NELFINAVIR MESYLATE,EQ 625MG BASE
NEVIRAPINE,200MG
TENOFOVIR DISOPROXIL FUMARATE,150MG
TENOFOVIR DISOPROXIL FUMARATE,200MG
TENOFOVIR DISOPROXIL FUMARATE,250MG
TENOFOVIR DISOPROXIL FUMARATE,300MG
SODIUM PHOSPHATE,0.398GM
SODIUM PHOSPHATE,1.102GM
DIBASIC ANHYDROUS,0.398GM
DIBASIC ANHYDROUS,1.102GM
SODIUM PHOSPHATE,0.398GM
SODIUM PHOSPHATE,1.102GM
MONOBASIC,0.398GM
MONOBASIC,1.102GM
MONOHYDRATE,0.398GM
MONOHYDRATE,1.102GM
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,5MG
PINDOLOL,25MG
PINDOLOL,5MG
HYDROCHLOROTHIAZIDE,25MG
HYDROCHLOROTHIAZIDE,10MG
PINDOLOL,25MG
PINDOLOL,10MG
PINDOLOL,5MG
PINDOLOL,10MG
ELVITEGRAVIR,85MG
ELVITEGRAVIR,150MG
PROTRIPTYLINE HYDROCHLORIDE,5MG
PROTRIPTYLINE HYDROCHLORIDE,10MG
PROTRIPTYLINE HYDROCHLORIDE,5MG
PROTRIPTYLINE HYDROCHLORIDE,10MG
DIPHENIDOL HYDROCHLORIDE,EQ 25MG BASE
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
VORICONAZOLE,50MG
VORICONAZOLE,200MG
PAZOPANIB HYDROCHLORIDE,EQ 200MG BASE
PAZOPANIB HYDROCHLORIDE,EQ 400MG BASE
EZETIMIBE,10MG
EZETIMIBE,10MG
SIMVASTATIN,10MG
SIMVASTATIN,10MG
EZETIMIBE,10MG
EZETIMIBE,20MG
SIMVASTATIN,10MG
SIMVASTATIN,20MG
EZETIMIBE,10MG
EZETIMIBE,40MG
SIMVASTATIN,10MG
SIMVASTATIN,40MG
EZETIMIBE,10MG
EZETIMIBE,80MG
SIMVASTATIN,10MG
SIMVASTATIN,80MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
WARFARIN SODIUM,1MG
WARFARIN SODIUM,2MG
WARFARIN SODIUM,2.5MG
WARFARIN SODIUM,3MG
WARFARIN SODIUM,4MG
WARFARIN SODIUM,5MG
WARFARIN SODIUM,6MG
WARFARIN SODIUM,7.5MG
WARFARIN SODIUM,10MG
COLESEVELAM HYDROCHLORIDE,625MG
BUPROPION HYDROCHLORIDE,50MG
BUPROPION HYDROCHLORIDE,75MG
BUPROPION HYDROCHLORIDE,100MG
LEUCOVORIN CALCIUM,EQ 5MG BASE
LEUCOVORIN CALCIUM,EQ 25MG BASE
CAFFEINE,100MG
CAFFEINE,1MG
ERGOTAMINE TARTRATE,100MG
ERGOTAMINE TARTRATE,1MG
PHENTERMINE HYDROCHLORIDE,8MG
STANOZOLOL,2MG
RAUWOLFIA SERPENTINA ROOT,50MG
RAUWOLFIA SERPENTINA ROOT,100MG
ERYTHROMYCIN STEARATE,EQ 250MG BASE
ERYTHROMYCIN STEARATE,EQ 500MG BASE
ACETAMINOPHEN,650MG
ACETAMINOPHEN,65MG
PROPOXYPHENE HYDROCHLORIDE,650MG
PROPOXYPHENE HYDROCHLORIDE,65MG
GUANABENZ ACETATE,EQ 4MG BASE
GUANABENZ ACETATE,EQ 8MG BASE
GUANABENZ ACETATE,EQ 16MG BASE
PHENDIMETRAZINE TARTRATE,35MG
PHENDIMETRAZINE TARTRATE,35MG
PHENDIMETRAZINE TARTRATE,35MG
PHENDIMETRAZINE TARTRATE,35MG
PHENDIMETRAZINE TARTRATE,35MG
SAFINAMIDE MESYLATE,50MG
SAFINAMIDE MESYLATE,100MG
ALPRAZOLAM,0.25MG
ALPRAZOLAM,0.5MG
ALPRAZOLAM,1MG
ALPRAZOLAM,2MG
RIVAROXABAN,10MG
RIVAROXABAN,15MG
RIVAROXABAN,20MG
TOFACITINIB CITRATE,EQ 5MG BASE
CAPECITABINE,150MG
CAPECITABINE,500MG
TETRABENAZINE,12.5MG
TETRABENAZINE,25MG
TELOTRISTAT ETIPRATE,EQ 250MG BASE
RIFAXIMIN,200MG
RIFAXIMIN,550MG
LEVOCETIRIZINE DIHYDROCHLORIDE,5MG
LEVOCETIRIZINE DIHYDROCHLORIDE,5MG
DROSPIRENONE,3MG
DROSPIRENONE,0.02MG
ETHINYL ESTRADIOL,3MG
ETHINYL ESTRADIOL,0.02MG
RITODRINE HYDROCHLORIDE,10MG
ZAFIRLUKAST,10MG
ZAFIRLUKAST,20MG
SPARFLOXACIN,200MG
TIZANIDINE HYDROCHLORIDE,EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE,EQ 4MG BASE
RANITIDINE HYDROCHLORIDE,EQ 150MG BASE
RANITIDINE HYDROCHLORIDE,EQ 150MG BASE
RANITIDINE HYDROCHLORIDE,EQ 150MG BASE
RANITIDINE HYDROCHLORIDE,EQ 300MG BASE
RANITIDINE HYDROCHLORIDE,EQ 75MG BASE
METOLAZONE,2.5MG
METOLAZONE,5MG
METOLAZONE,10MG
BISOPROLOL FUMARATE,5MG
BISOPROLOL FUMARATE,10MG
VEMURAFENIB,240MG
TEGASEROD MALEATE,EQ 2MG BASE
