Ingredient	Strength
THIORIDAZINE HYDROCHLORIDE	10MG
THIORIDAZINE HYDROCHLORIDE	15MG
THIORIDAZINE HYDROCHLORIDE	25MG
THIORIDAZINE HYDROCHLORIDE	50MG
THIORIDAZINE HYDROCHLORIDE	100MG
THIORIDAZINE HYDROCHLORIDE	150MG
THIORIDAZINE HYDROCHLORIDE	200MG
THIORIDAZINE HYDROCHLORIDE	10MG
THIORIDAZINE HYDROCHLORIDE	25MG
THIORIDAZINE HYDROCHLORIDE	50MG
THIORIDAZINE HYDROCHLORIDE	10MG
THIORIDAZINE HYDROCHLORIDE	10MG
THIORIDAZINE HYDROCHLORIDE	10MG
THIORIDAZINE HYDROCHLORIDE	15MG
THIORIDAZINE HYDROCHLORIDE	15MG
THIORIDAZINE HYDROCHLORIDE	25MG
THIORIDAZINE HYDROCHLORIDE	25MG
THIORIDAZINE HYDROCHLORIDE	25MG
THIORIDAZINE HYDROCHLORIDE	50MG
THIORIDAZINE HYDROCHLORIDE	50MG
THIORIDAZINE HYDROCHLORIDE	50MG
THIORIDAZINE HYDROCHLORIDE	100MG
THIORIDAZINE HYDROCHLORIDE	100MG
THIORIDAZINE HYDROCHLORIDE	100MG
THIORIDAZINE HYDROCHLORIDE	150MG
THIORIDAZINE HYDROCHLORIDE	150MG
THIORIDAZINE HYDROCHLORIDE	200MG
THIORIDAZINE HYDROCHLORIDE	15MG
THIORIDAZINE HYDROCHLORIDE	25MG
THIORIDAZINE HYDROCHLORIDE	200MG
THIORIDAZINE HYDROCHLORIDE	10MG
THIORIDAZINE HYDROCHLORIDE	15MG
THIORIDAZINE HYDROCHLORIDE	25MG
THIORIDAZINE HYDROCHLORIDE	50MG
SULFAMETHIZOLE	250MG
SULFAMETHIZOLE	500MG
CHLORPROMAZINE HYDROCHLORIDE	10MG 
CHLORPROMAZINE HYDROCHLORIDE	25MG 
CHLORPROMAZINE HYDROCHLORIDE	50MG 
CHLORPROMAZINE HYDROCHLORIDE	100MG 
CHLORPROMAZINE HYDROCHLORIDE	200MG 
POTASSIUM IODIDE	130MG
THYROGLOBULIN	64.8MG
LIOTRIX 	0.0125MG;0.0031MG
LIOTRIX 	0.025MG;0.0063MG
LIOTRIX 	0.05MG;0.0125MG
LIOTRIX 	0.1MG;0.025MG
LIOTRIX 	0.15MG;0.0375MG
LIOTRIX 	0.25MG;0.0625MG
POTASSIUM IODIDE	65MG
TIAGABINE HYDROCHLORIDE	2MG
TIAGABINE HYDROCHLORIDE	4MG
TICLOPIDINE HYDROCHLORIDE	125MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
TICLOPIDINE HYDROCHLORIDE	250MG
HYDROCHLOROTHIAZIDE; TIMOLOL MALEATE	25MG;10MG
TIMOLOL MALEATE	5MG
TIMOLOL MALEATE	10MG
TIMOLOL MALEATE	20MG
TIMOLOL MALEATE	5MG
TIMOLOL MALEATE	10MG
TIMOLOL MALEATE	20MG
TIMOLOL MALEATE	5MG
TIMOLOL MALEATE	10MG
TIMOLOL MALEATE	20MG
TIMOLOL MALEATE	5MG
TIMOLOL MALEATE	10MG
TIMOLOL MALEATE	20MG
TIMOLOL MALEATE	5MG
TIMOLOL MALEATE	10MG
TIMOLOL MALEATE	20MG
TIMOLOL MALEATE	5MG
TIMOLOL MALEATE	5MG
TIMOLOL MALEATE	10MG
TIMOLOL MALEATE	10MG
TIMOLOL MALEATE	20MG
TIMOLOL MALEATE	20MG
ACETOPHENAZINE MALEATE	20MG
TINIDAZOLE	250MG
TINIDAZOLE	500MG
TINIDAZOLE	250MG
TINIDAZOLE	500MG
TINIDAZOLE	250MG
TINIDAZOLE	500MG
TINIDAZOLE	250MG
TINIDAZOLE	500MG
TINIDAZOLE	250MG
TINIDAZOLE	500MG
DOLUTEGRAVIR SODIUM	EQ 10MG BASE
DOLUTEGRAVIR SODIUM	EQ 25MG BASE
DOLUTEGRAVIR SODIUM	EQ 50MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
IMIPRAMINE HYDROCHLORIDE	10MG
IMIPRAMINE HYDROCHLORIDE	25MG
IMIPRAMINE HYDROCHLORIDE	50MG
TOLAZAMIDE	100MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	100MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	100MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	100MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	100MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	100MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	100MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	100MG
TOLAZAMIDE	100MG
TOLAZAMIDE	250MG
TOLAZAMIDE	250MG
TOLAZAMIDE	500MG
TOLAZAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	250MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLBUTAMIDE	500MG
TOLCAPONE	100MG
TOLMETIN SODIUM	EQ 200MG BASE
TOLMETIN SODIUM	EQ 600MG BASE
TOLAZAMIDE	100MG 
TOLAZAMIDE	250MG 
TOLAZAMIDE	500MG 
TOLMETIN SODIUM	EQ 600MG BASE
TOLMETIN SODIUM	EQ 600MG BASE
TOLMETIN SODIUM	EQ 600MG BASE
TOLMETIN SODIUM	EQ 600MG BASE
TOLMETIN SODIUM	EQ 200MG BASE
TOLMETIN SODIUM	EQ 600MG BASE
TOLMETIN SODIUM	EQ 200MG BASE
TOLTERODINE TARTRATE	1MG
TOLTERODINE TARTRATE	2MG
TOLTERODINE TARTRATE	1MG
TOLTERODINE TARTRATE	2MG
TOLTERODINE TARTRATE	1MG
TOLTERODINE TARTRATE	2MG
TOLTERODINE TARTRATE	1MG
TOLTERODINE TARTRATE	2MG
TOCAINIDE HYDROCHLORIDE	400MG
TOCAINIDE HYDROCHLORIDE	600MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	300MG
TOPIRAMATE	400MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
PHENTERMINE HYDROCHLORIDE	8MG
KETOROLAC TROMETHAMINE	10MG 
THIETHYLPERAZINE MALEATE	10MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
TORSEMIDE	100MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
TORSEMIDE	100MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
TORSEMIDE	100MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
TORSEMIDE	100MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
TORSEMIDE	100MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
TORSEMIDE	100MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
TORSEMIDE	100MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
TORSEMIDE	100MG
TORSEMIDE	5MG
TORSEMIDE	10MG
TORSEMIDE	20MG
BOSENTAN	62.5MG
BOSENTAN	125MG
LINAGLIPTIN	5MG
HEXOCYCLIUM METHYLSULFATE	25MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	50MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
CHLORMEZANONE	100MG
CHLORMEZANONE	200MG
LABETALOL HYDROCHLORIDE	100MG
LABETALOL HYDROCHLORIDE	200MG
LABETALOL HYDROCHLORIDE	300MG
LABETALOL HYDROCHLORIDE	400MG 
HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE	25MG;100MG
HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE	25MG;200MG
HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE	25MG;300MG
HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE	25MG;400MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANDOLAPRIL	1MG
TRANDOLAPRIL	2MG
TRANDOLAPRIL	4MG
TRANEXAMIC ACID	650MG
TRANEXAMIC ACID	650MG
TRANEXAMIC ACID	650MG
TRANEXAMIC ACID	650MG
MEPROBAMATE	400MG
MEPROBAMATE	400MG
CLORAZEPATE DIPOTASSIUM	3.75MG
CLORAZEPATE DIPOTASSIUM	7.5MG
CLORAZEPATE DIPOTASSIUM	15MG
CLORAZEPATE DIPOTASSIUM	11.25MG
CLORAZEPATE DIPOTASSIUM	22.5MG
TRANYLCYPROMINE SULFATE	EQ 10MG BASE
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	150MG
TRAZODONE HYDROCHLORIDE	300MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	150MG
TRAZODONE HYDROCHLORIDE	300MG
TRAZODONE HYDROCHLORIDE	150MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	150MG
TRAZODONE HYDROCHLORIDE	150MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	150MG
TRAZODONE HYDROCHLORIDE	300MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	50MG
TRAZODONE HYDROCHLORIDE	100MG
TRAZODONE HYDROCHLORIDE	100MG
ETHIONAMIDE	250MG
TRIHEXYPHENIDYL HYDROCHLORIDE	2MG
TRIHEXYPHENIDYL HYDROCHLORIDE	5MG
METHIXENE HYDROCHLORIDE	1MG
METHOTREXATE SODIUM	EQ 5MG BASE
METHOTREXATE SODIUM	EQ 7.5MG BASE
METHOTREXATE SODIUM	EQ 10MG BASE
METHOTREXATE SODIUM	EQ 15MG BASE
NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE	60MG;EQ 10MG BASE
NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE	500MG;EQ 85MG BASE
TRAZODONE HYDROCHLORIDE	50MG
TRIAMCINOLONE	2MG
TRIAMCINOLONE	2MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	8MG
TRIAMCINOLONE	8MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	2MG
TRIAMCINOLONE	2MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	2MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	8MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	4MG
TRIAMCINOLONE	4MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	50MG;75MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	50MG;75MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	25MG;37.5MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	50MG;75MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	25MG;37.5MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	50MG;75MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	25MG;37.5MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	50MG;75MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	25MG;37.5MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	50MG;75MG
HYDROCHLOROTHIAZIDE; TRIAMTERENE	50MG;75MG
AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE	10MG;2MG
AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE	25MG;2MG
AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE	10MG;4MG
AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE	25MG;4MG
AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE	50MG;4MG
TRIAZOLAM	0.125MG
TRIAZOLAM	0.25MG
TRIAZOLAM	0.125MG
TRIAZOLAM	0.25MG
TRIAZOLAM	0.125MG
TRIAZOLAM	0.25MG
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL	EQ 5MG BASE;12.5MG;20MG
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL	EQ 5MG BASE;12.5MG;40MG
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL	EQ 5MG BASE;25MG;40MG
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL	EQ 10MG BASE;12.5MG;40MG
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL	EQ 10MG BASE;25MG;40MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	2MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	2MG
TRICHLORMETHIAZIDE	2MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	4MG
TRICHLORMETHIAZIDE	4MG
RESERPINE; TRICHLORMETHIAZIDE	0.1MG;4MG
TRICLOFOS SODIUM	750MG
FENOFIBRATE	54MG 
FENOFIBRATE	160MG 
FENOFIBRATE	48MG
FENOFIBRATE	145MG
TRIMETHADIONE	150MG
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 1MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 2MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 5MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 10MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 1MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 2MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 5MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 10MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 1MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 2MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 5MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 10MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 1MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 1MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 2MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 2MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 5MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 5MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 10MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 10MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 1MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 2MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 5MG BASE
TRIFLUOPERAZINE HYDROCHLORIDE	EQ 10MG BASE
FENOFIBRATE	50MG
FENOFIBRATE	160MG
TRIHEXYPHENIDYL HYDROCHLORIDE	2MG
TRIHEXYPHENIDYL HYDROCHLORIDE	5MG
TRIHEXYPHENIDYL HYDROCHLORIDE	2MG
TRIHEXYPHENIDYL HYDROCHLORIDE	5MG
TRIHEXYPHENIDYL HYDROCHLORIDE	5MG
TRIHEXYPHENIDYL HYDROCHLORIDE	2MG
TRIHEXYPHENIDYL HYDROCHLORIDE	2MG
TRIHEXYPHENIDYL HYDROCHLORIDE	5MG
TRIHEXYPHENIDYL HYDROCHLORIDE	2MG
TRIHEXYPHENIDYL HYDROCHLORIDE	2MG
TRIHEXYPHENIDYL HYDROCHLORIDE	2MG
TRIHEXYPHENIDYL HYDROCHLORIDE	5MG
TRIHEXYPHENIDYL HYDROCHLORIDE	5MG
TRIHEXYPHENIDYL HYDROCHLORIDE	5MG
PERPHENAZINE	2MG 
PERPHENAZINE	4MG 
PERPHENAZINE	8MG 
PERPHENAZINE	16MG 
OXCARBAZEPINE	150MG
OXCARBAZEPINE	300MG
OXCARBAZEPINE	600MG
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE	60MG;2.5MG
TRIMETHOPRIM	100MG
TRIMETHOPRIM	100MG
TRIMETHOPRIM	100MG
TRIMETHOPRIM	200MG
TRIMETHOPRIM	200MG 
TRIMETHOPRIM	100MG
TRIMETHOPRIM	100MG
TRIMETHOPRIM	200MG
VORTIOXETINE HYDROBROMIDE	EQ 5MG BASE
VORTIOXETINE HYDROBROMIDE	EQ 10MG BASE
VORTIOXETINE HYDROBROMIDE	EQ 15MG BASE
VORTIOXETINE HYDROBROMIDE	EQ 20MG BASE
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	25MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
TRIPELENNAMINE HYDROCHLORIDE	50MG
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE	60MG;2.5MG
TRISULFAPYRIMIDINES 	167MG;167MG;167MG
TRISULFAPYRIMIDINES 	167MG;167MG;167MG
TRISULFAPYRIMIDINES 	167MG;167MG;167MG
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE	60MG;2.5MG
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE	60MG;2.5MG
TRIPROLIDINE HYDROCHLORIDE	2.5MG
TRIPROLIDINE HYDROCHLORIDE	2.5MG
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE	60MG;2.5MG
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE	60MG;2.5MG
TRIOXSALEN	5MG
RANITIDINE BISMUTH CITRATE	400MG
ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE	EQ 600MG BASE;EQ 50MG BASE;300MG
ABACAVIR SULFATE; LAMIVUDINE; ZIDOVUDINE	EQ 300MG BASE;150MG;300MG
TROSPIUM CHLORIDE	20MG
TROSPIUM CHLORIDE	20MG
TROSPIUM CHLORIDE	20MG
TROSPIUM CHLORIDE	20MG
TROSPIUM CHLORIDE	20MG
TROVAFLOXACIN MESYLATE	EQ 100MG BASE
TROVAFLOXACIN MESYLATE	EQ 200MG BASE
PLECANATIDE	3MG
EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE	100MG;150MG
EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE	133MG;200MG
EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE	167MG;250MG
